feature,mean_abs_shap
num__市盈率PE,10.918001820348262
num__网上发行有效认购倍数,10.208245235765837
num__网下发行有效申购倍数,5.289664212825973
num__市净率PB,4.855887280541466
num__MM恐惧与贪婪指数,2.750391549237042
num__Industry_Score,1.1511311515908331
num__AH_dummy,0.02954784327360166
