feature,mean_abs_shap,mean_shap,pos_share,neg_share
num__市盈率PE,10.918001820348262,-0.8514543185413904,0.3761467889908257,0.6238532110091743
num__网上发行有效认购倍数,10.208245235765837,-1.0348230033987929,0.1559633027522936,0.8440366972477065
num__网下发行有效申购倍数,5.289664212825973,2.879362585977351,0.5229357798165137,0.47706422018348627
num__市净率PB,4.855887280541466,-1.19392284869982,0.4036697247706422,0.5963302752293578
num__MM恐惧与贪婪指数,2.750391549237042,-0.13760815893499198,0.5321100917431193,0.46788990825688076
num__Industry_Score,1.1511311515908331,0.16125093016320569,0.47706422018348627,0.5229357798165137
num__AH_dummy,0.02954784327360166,0.010278991398694629,0.6697247706422018,0.3302752293577982
